C61	C62
AT2G09025	0	1
AT2G39280	431	247
AT2G39290	153	118
AT2G39300	439	347
AT2G39310	1289	1625
AT2G39320	0	3
AT2G39330	0	0
AT2G39340	930	574
AT2G09035	0	0
AT2G39350	329	278
AT2G09040	0	0
AT2G39355	0	0
AT2G39360	583	828
AT2G39370	147	99
AT2G39375	58	29
AT2G39380	1043	922
AT2G39390	2223	1407
AT2G39400	4	19
AT2G39410	107	98
AT2G39415	0	0
AT2G39420	1455	1255
AT2G09045	3	3
AT2G39430	2382	2399
AT2G39435	230	210
AT2G39440	149	108
AT2G39445	87	53
AT2G39450	901	773
AT2G39460	6894	4844
AT2G39470	0	174
AT2G39480	900	739
AT2G09050	0	0
AT2G39490	2	0
AT2G39500	139	121
AT2G09055	0	0
AT2G39510	275	197
AT2G39518	169	176
AT2G39520	0	0
AT2G39530	377	396
AT2G39540	0	0
AT2G39550	429	292
AT2G39560	41	43
AT2G39570	1644	1283
AT2G39580	873	475
AT2G39590	0	0
AT2G39600	0	0
AT2G39610	0	0
AT2G39620	16	4
AT2G39630	448	365
AT2G39640	0	0
AT2G39650	63	102
AT2G39660	394	435
AT2G39670	284	194
AT2G39675	80	21
AT2G39681	141	78
AT2G39690	36	34
AT2G39700	695	682
AT2G09060	0	0
AT2G09065	0	0
AT2G09070	0	0
AT2G09075	0	0
AT2G39705	214	216
AT2G39710	72	93
AT2G39720	687	618
AT2G39725	71	50
AT2G39730	2337	18713
AT2G39740	240	232
AT2G39750	745	648
AT2G39760	626	544
AT2G09080	0	0
AT2G39770	2762	2258
AT2G39780	1210	1040
AT2G39782	0	0
AT2G39790	0	0
AT2G39795	231	155
AT2G39800	306	172
AT2G39805	439	340
AT2G39810	657	431
AT2G39820	1	0
AT2G39830	114	86
AT2G39840	272	233
AT2G39850	0	5
AT2G39851	0	0
AT2G39855	0	0
AT2G39860	0	0
AT2G39865	0	0
AT2G39870	518	346
AT2G39880	25	24
AT2G39885	0	0
AT2G09085	0	0
AT2G39890	445	332
AT2G39900	776	679
AT2G39910	75	37
AT2G39920	0	0
AT2G39930	380	267
AT2G09090	21	14
AT2G39940	934	860
AT2G39950	539	562
AT2G39960	979	756
AT2G39970	832	699
AT2G39980	180	187
AT2G39975	0	0
AT2G09095	0	0
AT2G09100	1	0
AT2G39990	1551	1087
AT2G40000	631	1384
AT2G40004	0	0
AT2G09105	0	0
AT2G40008	0	0
AT2G40010	218	155
AT2G40020	9	30
AT2G40030	258	165
AT2G40050	0	0
AT2G40060	1988	1549
AT2G40070	753	581
AT2G40080	176	213
AT2G09110	0	0
AT2G40085	23	15
AT2G40090	208	139
AT2G40095	128	117
AT2G40100	11	67
AT2G40110	739	739
AT2G40113	622	579
AT2G40116	0	0
AT2G40120	297	210
AT2G09115	0	0
AT2G40130	43	32
AT2G40140	1000	1283
AT2G40150	345	293
AT2G40160	356	316
AT2G40165	52	36
AT2G40170	6	20
AT2G40180	2	11
AT2G40190	244	174
AT2G40200	10	22
AT2G40205	948	663
AT2G40210	0	0
AT2G40220	0	0
AT2G09120	0	0
AT2G09125	0	0
AT2G40230	308	319
AT2G40240	48	25
AT2G40250	1	0
AT2G40260	309	194
AT2G09130	0	0
AT2G09135	0	0
AT2G40270	523	493
AT2G09140	0	0
AT2G40280	367	260
AT2G40290	1433	970
AT2G40300	170	134
AT2G40310	0	0
AT2G40316	465	348
AT2G40320	564	551
AT2G40330	169	236
AT2G40340	12	10
AT2G40350	0	0
AT2G40360	2429	1455
AT2G40370	516	667
AT2G40380	406	329
AT2G40390	38	29
AT2G40400	612	642
AT2G40410	477	302
AT2G40420	300	262
AT2G40430	990	587
AT2G40435	0	0
AT2G40440	0	0
AT2G09150	3	1
AT2G40450	5	2
AT2G09155	0	0
AT2G40460	291	239
AT2G40470	67	53
AT2G40475	119	77
AT2G40480	481	372
AT2G40490	295	289
AT2G40500	0	0
AT2G40510	1830	1325
AT2G40520	4	9
AT2G40530	46	24
AT2G40540	617	485
AT2G40550	197	111
AT2G40560	0	0
AT2G40570	142	93
AT2G40580	0	0
AT2G40590	1053	748
AT2G40600	485	335
AT2G40610	59	68
AT2G40620	695	529
AT2G40630	171	122
AT2G40640	243	134
AT2G40650	626	322
AT2G40660	819	526
AT2G40670	2	3
AT2G40690	65	51
AT2G40700	335	198
AT2G09160	0	0
AT2G40710	8	5
AT2G40711	11	13
AT2G09165	0	0
AT2G40715	17	5
AT2G09170	0	0
AT2G40720	39	20
AT2G09175	0	0
AT2G40730	1260	995
AT2G40740	0	1
AT2G40750	32	24
AT2G09180	0	0
AT2G09185	0	0
AT2G40745	0	0
AT2G40760	186	123
AT2G40765	1409	1024
AT2G09190	6	2
AT2G40770	375	238
AT2G40780	77	44
AT2G40790	6	10
AT2G40800	696	510
AT2G40805	0	2
AT2G09195	1	2
AT2G40810	112	90
AT2G40815	121	86
AT2G09200	2	0
AT2G40820	671	528
AT2G40830	515	491
AT2G40840	885	564
AT2G40850	1	5
AT2G40860	209	147
AT2G40880	86	131
AT2G40890	5296	4726
AT2G09205	2	1
AT2G40900	1950	1275
AT2G40910	3	2
AT2G40920	66	66
AT2G40925	0	0
AT2G40930	460	421
AT2G40935	85	60
AT2G40940	1833	1390
AT2G40950	603	524
AT2G40955	0	1
AT2G40960	77	43
AT2G40970	529	412
AT2G40980	398	313
AT2G40990	0	0
AT2G40995	0	0
AT2G41997	0	0
AT2G41000	166	175
AT2G41010	148	178
AT2G09210	0	0
AT2G41020	202	156
AT2G41040	173	190
AT2G41050	233	154
AT2G41060	500	332
AT2G41070	224	110
AT2G09215	0	0
AT2G41080	86	62
AT2G41082	4	3
AT2G41090	53	134
AT2G09220	0	0
AT2G41100	428	461
AT2G41105	4	1
AT2G41110	2275	2089
AT2G09225	13	9
AT2G41120	69	88
AT2G09230	0	0
AT2G41130	187	139
AT2G09235	0	0
AT2G41140	694	655
AT2G41150	339	180
AT2G41160	793	618
AT2G41170	317	326
AT2G41178	2	3
AT2G41180	14	30
AT2G41190	142	85
AT2G41200	71	62
AT2G41210	43	24
AT2G41220	5632	5314
AT2G41225	3	0
AT2G41230	27	15
AT2G41231	1	2
AT2G41240	55	89
AT2G41250	275	350
AT2G41260	0	4
AT2G41280	0	0
AT2G41290	97	104
AT2G09240	0	0
AT2G41300	152	105
AT2G09245	0	0
AT2G41310	1569	1104
AT2G09250	2	0
AT2G41312	9	18
AT2G41330	103	83
AT2G41340	3	5
AT2G41342	31	35
AT2G41350	333	234
AT2G41355	0	0
AT2G41360	0	0
AT2G41370	220	249
AT2G41375	5	8
AT2G09255	0	0
AT2G41380	1493	1538
AT2G41390	0	0
AT2G41400	0	0
AT2G09260	0	0
AT2G09265	0	0
AT2G41410	1425	1328
AT2G09270	0	0
AT2G41415	0	0
AT2G41417	0	0
AT2G41420	610	526
AT2G41430	4440	3442
AT2G41440	232	154
AT2G41445	1	0
AT2G41450	41	28
AT2G41451	1	2
AT2G41460	170	109
AT2G09280	0	0
AT2G41470	1	1
AT2G41473	0	0
AT2G41475	823	593
AT2G41480	756	467
AT2G41490	382	282
AT2G41500	445	278
AT2G41505	17	27
AT2G41510	102	99
AT2G41515	16	7
AT2G41520	478	309
AT2G41530	1373	1104
AT2G41540	1140	1138
AT2G41550	87	68
AT2G41560	868	716
AT2G41590	0	0
AT2G41600	284	163
AT2G41610	35	42
AT2G41620	726	530
AT2G41616	0	0
AT2G41630	1139	920
AT2G09285	0	0
AT2G41640	193	167
AT2G41650	468	272
AT2G09290	0	0
AT2G41660	1004	1024
AT2G09295	0	0
AT2G41670	78	40
AT2G41680	328	361
AT2G41690	20	13
AT2G41700	601	476
AT2G41705	229	218
AT2G09300	0	0
AT2G41710	343	244
AT2G09305	0	0
AT2G41720	127	132
AT2G41730	9	16
AT2G41740	2965	2547
AT2G41750	82	58
AT2G41760	217	144
AT2G41770	674	707
AT2G09310	0	0
AT2G41780	223	220
AT2G41790	1621	1334
AT2G41800	688	569
AT2G41810	60	29
AT2G41820	711	549
AT2G41830	563	508
AT2G41835	91	76
AT2G41840	11354	7168
AT2G41850	20	41
AT2G41860	0	0
AT2G41870	145	158
AT2G41880	216	160
AT2G41890	161	138
AT2G09315	0	0
AT2G41900	1720	1523
AT2G41905	4	5
AT2G41910	0	0
AT2G41920	0	0
AT2G41930	0	0
AT2G09320	0	0
AT2G41940	0	32
AT2G41945	205	133
AT2G41950	49	43
AT2G41960	1292	1120
AT2G09325	2	0
AT2G41970	384	363
AT2G41980	193	167
AT2G41990	16	8
AT2G42000	0	0
AT2G42005	10	3
AT2G42010	885	799
AT2G42020	0	0
AT2G42030	621	516
AT2G42040	211	163
AT2G42060	166	129
AT2G42070	213	215
AT2G42065	0	0
AT2G42080	163	124
AT2G42090	1	0
AT2G09330	0	0
AT2G42100	0	0
AT2G42110	81	62
AT2G42120	142	91
AT2G42130	67	105
AT2G42140	16	31
AT2G42150	63	78
AT2G09335	11	12
AT2G42160	452	291
AT2G42170	5	5
AT2G42180	0	0
AT2G42190	220	168
AT2G42200	2	4
AT2G09340	0	0
AT2G42210	1868	1428
AT2G42220	10	183
AT2G42230	572	408
AT2G09345	0	0
AT2G42240	147	93
AT2G42247	135	61
AT2G42250	14	13
AT2G42260	49	30
AT2G42270	869	613
AT2G42280	250	176
AT2G09350	0	0
AT2G09355	0	0
AT2G09360	0	1
AT2G42290	130	99
AT2G42300	181	193
AT2G42310	1581	1353
AT2G09365	0	0
AT2G42320	553	430
AT2G42330	448	262
AT2G09370	0	0
AT2G42340	8	3
AT2G42350	476	676
AT2G42360	21	37
AT2G42365	52	32
AT2G42370	59	35
AT2G42380	86	84
AT2G42388	2	0
AT2G42390	380	283
AT2G42395	28	13
AT2G42400	420	274
AT2G09375	0	0
AT2G42410	0	0
AT2G42420	0	0
AT2G42425	0	0
AT2G42430	103	78
AT2G42440	18	13
AT2G42450	165	107
AT2G42455	0	0
AT2G42460	1	0
AT2G42465	0	0
AT2G42470	0	0
AT2G42475	0	0
AT2G42480	4	3
AT2G42485	53	36
AT2G42490	5138	5008
AT2G42500	1891	1502
AT2G42510	17	12
AT2G42520	666	552
AT2G42530	0	0
AT2G42540	0	0
AT2G42550	0	0
AT2G42560	0	3
AT2G42570	1365	845
AT2G42580	632	518
AT2G42590	1609	1512
AT2G42600	1246	1698
AT2G42610	18	31
AT2G09380	0	0
AT2G42620	491	397
AT2G42640	84	33
AT2G42650	126	77
AT2G42660	182	118
AT2G09385	3	0
AT2G09390	0	0
AT2G42670	187	167
AT2G42680	2060	1726
AT2G42690	184	280
AT2G09395	0	0
AT2G42700	440	348
AT2G42710	528	321
AT2G42720	41	35
AT2G42725	2	0
AT2G42730	45	28
AT2G42740	473	269
AT2G42750	420	422
AT2G42760	334	284
AT2G42770	179	144
AT2G42780	585	496
AT2G42790	1274	1214
AT2G09400	2	0
AT2G42800	1	4
AT2G42810	1319	1030
AT2G42820	57	44
AT2G42830	3	1
AT2G42835	0	0
AT2G42840	1296	971
AT2G42850	253	268
AT2G42860	0	1
AT2G42865	38	18
AT2G42870	112	74
AT2G09405	0	0
AT2G42880	1752	1504
AT2G42885	0	0
AT2G42890	1166	1304
AT2G42900	23	43
AT2G42910	1342	960
AT2G42920	110	48
AT2G42930	0	0
AT2G42940	2	5
AT2G42950	130	94
AT2G42955	6	5
AT2G42960	126	77
AT2G42970	0	0
AT2G42975	46	90
AT2G42980	67	65
AT2G42990	1	0
AT2G43000	33	23
AT2G09410	0	0
AT2G43010	5	58
AT2G43020	923	911
AT2G43030	345	521
AT2G43040	414	293
AT2G43050	197	180
AT2G43060	319	296
AT2G43070	981	803
AT2G43080	478	334
AT2G43090	1632	1369
AT2G43100	1404	1122
AT2G43110	286	160
AT2G43137	3	0
AT2G43138	1	0
AT2G43139	0	0
AT2G43141	0	0
AT2G09415	0	0
AT2G43120	365	394
AT2G43130	325	257
AT2G43140	329	209
AT2G09420	0	0
AT2G43150	67358	81140
AT2G43160	5435	5043
AT2G09425	0	0
AT2G43180	88	63
AT2G43190	97	64
AT2G43200	153	94
AT2G43210	714	535
AT2G43220	12	10
AT2G43230	49	54
AT2G43235	91	96
AT2G09430	0	0
AT2G43240	229	198
AT2G43250	174	153
AT2G43255	0	0
AT2G43260	161	122
AT2G43261	0	0
AT2G43270	0	0
AT2G43280	118	92
AT2G43290	639	616
AT2G43300	0	0
AT2G43310	8	13
AT2G09435	3	1
AT2G43320	432	335
AT2G09440	0	0
AT2G43330	460	390
AT2G09445	0	0
AT2G09450	0	0
AT2G43340	1063	855
AT2G43350	523	416
AT2G09455	2	3
AT2G43360	886	657
AT2G43370	174	102
AT2G43375	17	11
AT2G09460	0	0
AT2G09465	0	0
AT2G43386	0	0
AT2G43390	114	142
AT2G43400	382	313
AT2G43410	724	669
AT2G09470	0	0
AT2G43420	833	677
AT2G43430	521	434
AT2G43440	0	2
AT2G43445	23	20
AT2G43450	2	0
AT2G09475	0	0
AT2G43460	3854	2985
AT2G43465	37	21
AT2G43470	5	6
AT2G43480	149	91
AT2G43490	554	393
AT2G09480	0	0
AT2G43500	21	18
AT2G43510	3	22
AT2G43520	0	5
AT2G43530	0	6
AT2G43535	492	329
AT2G43540	226	192
AT2G43550	25	25
AT2G43560	43	106
AT2G43570	84	111
AT2G43580	3	4
AT2G43590	338	494
AT2G43600	51	18
AT2G43610	1667	1077
AT2G09490	3	0
AT2G43620	9	12
AT2G43630	428	265
AT2G43640	473	291
AT2G09495	0	0
AT2G43650	1054	573
AT2G43660	4	8
AT2G43670	146	174
AT2G43680	5049	4333
AT2G43690	30	15
AT2G43700	45	40
AT2G43710	1699	1586
AT2G43720	68	23
AT2G43730	0	0
AT2G43740	0	0
AT2G43745	1	2
AT2G43750	1470	1193
AT2G43760	556	429
AT2G43770	467	361
AT2G43780	358	261
AT2G43790	1714	1325
AT2G09500	0	1
AT2G43795	0	0
AT2G43800	367	285
AT2G43810	400	299
AT2G43820	342	362
AT2G43840	122	143
AT2G09505	0	0
AT2G43850	233	145
AT2G43860	0	0
AT2G43865	0	0
AT2G43870	64	60
AT2G43880	163	86
AT2G43890	4	0
AT2G43900	349	232
AT2G43910	5301	4199
AT2G43920	4	10
AT2G43930	5	8
AT2G43940	396	335
AT2G43945	185	252
AT2G43950	368	398
AT2G43960	0	0
AT2G43970	6802	5191
AT2G43980	435	340
AT2G43990	95	32
AT2G44000	8	7
AT2G44010	313	267
AT2G44020	161	112
AT2G44030	0	0
AT2G44040	219	129
AT2G44050	770	628
AT2G44060	4561	3945
AT2G44065	582	424
AT2G44070	0	0
AT2G44080	260	235
AT2G44090	685	617
AT2G44100	3629	3248
AT2G09510	3	5
AT2G44110	874	872
AT2G44120	4514	2767
AT2G44140	568	508
AT2G44130	168	143
AT2G44150	307	214
AT2G44160	4228	3192
AT2G44175	0	0
AT2G44180	668	464
AT2G44190	62	38
AT2G44195	2	1
AT2G44198	0	1
AT2G44200	502	379
AT2G44210	102	136
AT2G44220	2	1
AT2G44230	333	509
AT2G44240	0	0
AT2G44250	3	0
AT2G44255	115	52
AT2G44260	137	202
AT2G44270	366	238
AT2G09515	0	0
AT2G44280	55	64
AT2G44290	67	85
AT2G44300	405	349
AT2G44310	583	490
AT2G44320	0	0
AT2G44330	0	0
AT2G44340	40	56
AT2G44350	3484	3233
AT2G44360	343	273
AT2G44370	99	83
AT2G44380	383	390
AT2G44390	24	26
AT2G44400	0	0
AT2G44410	557	502
AT2G44420	216	136
AT2G44430	607	482
AT2G44440	196	131
AT2G44450	623	523
AT2G44460	0	2
AT2G09525	1	0
AT2G44470	0	0
AT2G44480	65	63
AT2G44490	1748	1771
AT2G09530	0	1
AT2G44500	3263	3235
AT2G44510	126	78
AT2G44520	700	603
AT2G44525	283	231
AT2G44530	534	452
AT2G44540	0	0
AT2G44550	0	0
AT2G44560	0	0
AT2G44570	0	0
AT2G44581	7	12
AT2G44578	6	14
AT2G44580	65	43
AT2G44590	1	0
AT2G44600	97	110
AT2G44610	1544	1125
AT2G44620	1177	944
AT2G44630	19	25
AT2G44640	210	161
AT2G44650	302	291
AT2G44660	284	195
AT2G09535	0	0
AT2G44670	900	866
AT2G44680	459	349
AT2G44690	43	39
AT2G44700	20	13
AT2G44710	895	688
AT2G44730	430	322
AT2G44735	3	11
AT2G44740	108	85
AT2G44745	0	0
AT2G44750	153	76
AT2G44760	267	210
AT2G44770	665	488
AT2G44790	11249	10515
AT2G09540	0	0
AT2G09545	0	0
AT2G44798	41	26
AT2G44800	0	0
AT2G44810	0	0
AT2G44820	328	249
AT2G44830	381	312
AT2G44840	6	0
AT2G09550	0	0
AT2G09555	0	0
AT2G44850	73	72
AT2G09560	0	0
AT2G44860	1106	755
AT2G09565	1	0
AT2G44870	273	293
AT2G44880	10	12
AT2G09570	0	0
AT2G44890	2	0
AT2G09575	0	0
AT2G44900	439	309
AT2G44910	29	8
AT2G09585	0	0
AT2G09590	0	0
AT2G44920	4	73
AT2G44925	0	0
AT2G44930	1	1
AT2G44940	711	565
AT2G44950	546	404
AT2G44970	646	590
AT2G44980	236	171
AT2G44990	1	0
AT2G44995	4	14
AT2G44993	0	2
AT2G45000	644	417
AT2G45010	466	320
AT2G45020	0	0
AT2G45023	56	33
AT2G45030	750	503
AT2G45040	93	117
AT2G45050	748	362
AT2G45060	431	356
AT2G45070	2064	1650
AT2G45080	34	22
AT2G45100	85	40
AT2G45110	0	0
AT2G45120	43	44
AT2G45130	0	1
AT2G45135	0	0
AT2G45140	1180	998
AT2G45150	66	47
AT2G45160	1071	938
AT2G45170	944	1174
AT2G45180	403	1491
AT2G45190	0	16
AT2G45200	510	317
AT2G45210	183	149
AT2G45220	4255	4622
AT2G45240	678	532
AT2G45245	89	90
AT2G45243	1	1
AT2G45250	308	231
AT2G45260	452	390
AT2G45270	75	53
AT2G45280	102	67
AT2G45290	2506	1918
AT2G45300	1782	1730
AT2G45310	259	192
AT2G45315	150	77
AT2G45320	95	76
AT2G45330	575	557
AT2G45340	217	173
AT2G45350	0	2
AT2G45360	8	11
AT2G09605	0	0
AT2G45380	737	431
AT2G09610	2	0
AT2G45390	0	0
AT2G45400	763	552
AT2G09615	0	3
AT2G45403	0	0
AT2G45405	0	0
AT2G45406	0	0
AT2G45410	2	6
AT2G45420	25	24
AT2G09620	0	0
AT2G09625	0	0
AT2G09635	0	0
AT2G09630	0	0
AT2G45430	1433	1090
AT2G45440	527	445
AT2G45450	37	32
AT2G45460	154	108
AT2G45470	3386	2831
AT2G45480	53	32
AT2G45490	77	54
AT2G45500	228	214
AT2G45510	751	552
AT2G45520	425	275
AT2G45530	191	178
AT2G09640	9	6
AT2G45540	2848	2158
AT2G09645	0	0
AT2G09650	0	0
AT2G45550	3	0
AT2G45560	13	32
AT2G45570	0	0
AT2G45580	1	0
AT2G45590	362	275
AT2G45600	5	5
AT2G45610	0	0
AT2G45620	1204	988
AT2G45630	132	151
AT2G45640	741	550
AT2G45650	0	0
AT2G45660	69	33
AT2G09655	0	0
AT2G45670	1766	1572
AT2G45680	213	186
AT2G45685	4	4
AT2G45690	167	124
AT2G45695	114	69
AT2G45700	421	298
AT2G45710	351	277
AT2G45720	775	812
AT2G09660	1	4
AT2G45730	436	275
AT2G45740	64	159
AT2G45750	1121	937
AT2G45760	5	7
AT2G45770	155	135
AT2G45780	3	2
AT2G45790	1913	1296
AT2G45800	0	6
AT2G09665	3	1
AT2G45810	1047	830
AT2G45820	4039	3268
AT2G45830	1010	632
AT2G45840	0	0
AT2G45850	8	26
AT2G45860	251	166
AT2G45870	70	40
AT2G45880	379	240
AT2G45890	380	386
AT2G45900	43	21
AT2G45910	759	664
AT2G45920	719	464
AT2G45930	6	9
AT2G09670	0	0
AT2G45940	5	3
AT2G45950	278	166
AT2G45960	38122	35409
AT2G45970	742	865
AT2G45980	868	813
AT2G45990	445	317
AT2G09675	0	2
AT2G46000	499	384
AT2G46020	3040	2476
AT2G46030	601	571
AT2G46040	209	143
AT2G46050	3	2
AT2G46060	270	237
AT2G46070	44	34
AT2G46080	738	649
AT2G46090	178	99
AT2G46100	335	274
AT2G46110	59	36
AT2G46120	0	0
AT2G46130	46	52
AT2G46140	1299	1081
AT2G46150	203	134
AT2G46160	51	53
AT2G46170	724	667
AT2G46180	409	229
AT2G46190	0	0
AT2G09680	0	0
AT2G46192	0	0
AT2G09685	0	0
AT2G09690	0	0
AT2G09695	0	0
AT2G09700	0	0
AT2G09705	0	0
AT2G46200	176	120
AT2G46210	38	41
AT2G46220	380	492
AT2G46225	665	531
AT2G09710	0	0
AT2G46230	556	374
AT2G46240	228	122
AT2G46250	9	46
AT2G46255	0	0
AT2G46260	845	719
AT2G46270	662	464
AT2G46280	2546	1700
AT2G46290	238	157
AT2G46300	13	11
AT2G46308	0	0
AT2G46310	91	69
AT2G09715	0	0
AT2G46320	110	90
AT2G46330	1493	1292
AT2G46340	1828	1597
AT2G46360	0	0
AT2G46370	1847	1757
AT2G46375	0	0
AT2G46380	46	21
AT2G46390	1325	890
AT2G46400	17	27
AT2G46410	103	72
AT2G46420	417	276
AT2G46430	387	356
AT2G46440	0	0
AT2G46450	474	343
AT2G46455	8	7
AT2G46460	0	0
AT2G46470	606	399
AT2G09720	0	0
AT2G46480	17	8
AT2G46490	1040	839
AT2G46493	0	0
AT2G46494	2	1
AT2G46495	25	8
AT2G46500	1668	1620
AT2G46505	1430	1346
AT2G46510	63	67
AT2G09725	0	0
AT2G46520	1008	924
AT2G09730	0	0
AT2G46530	39	50
AT2G46535	427	386
AT2G46540	743	629
AT2G46550	754	635
AT2G46560	1311	908
AT2G46572	38	21
AT2G46570	82	77
AT2G46567	0	0
AT2G46580	97	91
AT2G46590	306	210
AT2G46600	574	496
AT2G09735	0	2
AT2G46610	97	64
AT2G09740	0	0
AT2G46620	648	623
AT2G46630	471	341
AT2G46640	0	2
AT2G46650	591	517
AT2G46660	12	15
AT2G09745	2	3
AT2G46670	0	1
AT2G46680	288	295
AT2G46685	1	2
AT2G09750	0	0
AT2G46690	977	841
AT2G46700	470	361
AT2G09755	0	0
AT2G46710	316	285
AT2G46720	0	10
AT2G46735	86	116
AT2G46740	453	359
AT2G46750	1483	1496
AT2G46760	106	94
AT2G46765	0	1
AT2G46770	1	0
AT2G46780	626	465
AT2G46790	507	335
AT2G46800	2368	1812
AT2G46810	19	21
AT2G46820	182	1322
AT2G46830	1933	1522
AT2G46840	1	1
AT2G46850	74	52
AT2G46860	260	205
AT2G46870	0	18
AT2G09760	0	0
AT2G46880	0	0
AT2G46890	537	420
AT2G46900	1267	972
AT2G46910	108	102
AT2G46915	279	209
AT2G46920	595	507
AT2G46930	477	335
AT2G46940	50	51
AT2G09765	0	0
AT2G46950	19	19
AT2G46960	0	0
AT2G46970	15	12
AT2G46980	155	86
AT2G09770	0	0
AT2G46990	6	5
AT2G46995	0	0
AT2G47000	4022	3826
AT2G09775	0	0
AT2G09780	0	0
AT2G47010	23	14
AT2G47020	211	136
AT2G47015	0	0
AT2G47030	0	0
AT2G47040	0	0
AT2G47050	0	1
AT2G47060	613	437
AT2G47070	1679	1378
AT2G47090	188	110
AT2G47100	0	0
AT2G47110	6669	4504
AT2G09785	2	2
AT2G47115	0	0
AT2G47120	0	0
AT2G47130	495	420
AT2G47140	204	148
AT2G47150	0	4
AT2G47160	1419	1121
AT2G47170	4195	3414
AT2G09805	5	4
AT2G09815	0	0
AT2G47180	2505	2147
AT2G09825	0	0
AT2G47190	2	2
AT2G47200	260	319
AT2G47210	534	436
AT2G09835	0	0
AT2G47220	39	26
AT2G47230	92	27
AT2G47240	69	79
AT2G47245	0	0
AT2G47250	986	578
AT2G47260	110	47
AT2G47270	189	139
AT2G47275	0	2
AT2G09845	0	0
AT2G47280	0	0
AT2G47300	42	34
AT2G09875	0	0
AT2G47310	153	80
AT2G47320	1245	862
AT2G47330	597	528
AT2G47340	0	0
AT2G47350	303	180
AT2G47360	520	482
AT2G47370	74	124
AT2G47380	1225	1032
AT2G09885	10	6
AT2G47390	2075	1902
AT2G09895	0	0
AT2G47400	500	880
AT2G47410	734	618
AT2G47420	556	464
AT2G47430	0	0
AT2G47440	595	531
AT2G47450	206	445
AT2G47460	573	459
AT2G47470	5447	3975
AT2G47480	15	10
AT2G09905	4	3
AT2G47485	220	230
AT2G47490	618	539
AT2G09915	0	0
AT2G47500	1306	891
AT2G47510	3059	2241
AT2G47520	76	36
AT2G47530	165	142
AT2G47540	678	533
AT2G47550	245	159
AT2G09925	0	0
AT2G47560	257	155
AT2G09935	2	0
AT2G47570	1	0
AT2G47580	570	443
AT2G09945	2	1
AT2G47585	0	0
AT2G47590	496	503
AT2G47600	431	335
AT2G47610	8820	5240
AT2G47620	242	146
AT2G47630	1080	963
AT2G47640	576	359
AT2G47650	2383	1875
AT2G47670	33	39
AT2G47680	171	93
AT2G47690	782	630
AT2G47700	736	550
AT2G47710	637	506
AT2G47730	16341	15329
AT2G47720	0	0
AT2G47740	0	0
AT2G47750	1	1
AT2G09955	0	0
AT2G47760	374	230
AT2G09965	0	0
AT2G47770	13	23
AT2G47780	2	0
AT2G47790	385	217
AT2G47800	966	932
AT2G47810	37	34
AT2G47820	117	106
AT2G47830	261	203
AT2G47840	279	273
AT2G47844	3	0
AT2G47850	341	276
AT2G47860	399	379
AT2G47870	0	0
AT2G47880	0	3
AT2G47885	0	0
AT2G47890	1251	1025
AT2G47895	13	7
AT2G47900	752	574
AT2G47910	22	71
AT2G47920	10	6
AT2G47930	318	264
AT2G47935	0	2
AT2G47940	429	429
AT2G47950	4	4
AT2G47960	1164	800
AT2G47970	1000	879
AT2G47980	1410	930
AT2G47990	309	261
AT2G09975	4	1
AT2G48000	207	164
AT2G48010	277	265
AT2G48020	411	362
AT2G48030	725	803
AT2G48060	981	784
AT2G48070	109	163
AT2G48075	13	8
AT2G48080	256	226
AT2G48090	34	38
AT2G48100	845	542
AT2G48110	524	463
AT2G48120	97	54
AT2G48121	5	4
AT2G48130	3796	4056
AT2G48140	2529	2737
AT2G09995	1	0
AT2G48150	6	5
AT2G48160	1271	1040
AT4G00005	0	0
AT4G00020	193	94
AT4G00026	325	262
AT4G00030	327	183
AT4G00040	531	293
AT4G00050	12	140
AT4G00060	606	387
AT4G00070	89	51
AT4G00080	492	393
AT4G00085	0	0
AT4G00090	826	562
AT4G00100	4566	2943
AT4G00110	348	298
AT4G00120	0	0
AT4G00130	11	25
AT4G00140	0	0
AT4G00150	602	539
AT4G00155	1	1
AT4G00160	0	0
AT4G00163	1	2
AT4G00165	29	89
AT4G00170	357	245
AT4G00180	1	34
AT4G03525	0	0
AT4G00190	0	0
AT4G00200	138	74
AT4G00210	12	8
AT4G03535	0	1
AT4G03545	0	0
AT4G00220	18	38
AT4G00230	270	399
AT4G00231	355	284
AT4G00232	0	0
AT4G00234	0	2
AT4G00238	372	248
AT4G00240	201	165
AT4G00250	0	0
AT4G00260	0	0
AT4G00270	277	213
AT4G00280	0	0
AT4G00290	252	229
AT4G00295	0	0
AT4G00300	868	887
AT4G00305	22	48
AT4G03555	0	0
AT4G03575	0	0
AT4G00310	97	63
AT4G00315	0	0
AT4G00320	0	0
AT4G00330	529	537
AT4G00335	192	144
AT4G00340	339	300
AT4G00342	0	0
AT4G00350	3	1
AT4G00355	1070	1100
AT4G00360	1033	1755
AT4G03585	15	6
AT4G00370	409	377
AT4G03595	1	0
AT4G00380	42	34
AT4G00390	13	8
AT4G00400	199	247
AT4G03605	0	0
AT4G00416	0	0
AT4G00420	313	218
AT4G00430	3240	3002
AT4G00440	1195	910
AT4G00450	1709	1518
AT4G00460	133	85
AT4G00467	0	0
AT4G00480	239	122
AT4G00490	159	140
AT4G00500	282	201
AT4G00520	161	113
AT4G03655	0	0
AT4G00525	34	20
AT4G00530	51	33
AT4G00540	0	0
